id,name,lat,lon,address,city,type,trauma_level,rating,avg_response_time_mins,icu_beds_available,verified_status,phone,website,last_updated,blood_inventory.A+,blood_inventory.A-,blood_inventory.B+,blood_inventory.B-,blood_inventory.O+,blood_inventory.O-,blood_inventory.AB+,blood_inventory.AB-
938e212f-7559-4b2a-b921-611e2643e757,Goyal MRI & Diagnostic Centre,28.5647144,77.1893283,,Delhi,hospital,3,4.5,47,6,True,001-421-495-6933x698,http://www.cole-davis.org/,2026-02-19T07:26:57.579448,10,10,5,5,7,13,24,3
c8054270-384b-466f-b847-e0f0c5e6dc54,MGS Hospital,28.6739027,77.1346394,,Delhi,hospital,3,4.42,58,9,True,+1-791-205-9393x52298,http://herrera.com/,2026-02-19T07:26:57.579448,24,0,15,21,8,14,21,14
981b73bf-652c-47bb-a5d8-5f83f8af10ef,Maharaja Agrasen Hospital,28.6740586,77.1340566,,Delhi,hospital,3,3.97,19,6,True,(881)918-5382,https://jackson-mason.net/,2026-02-19T07:26:57.579448,25,17,7,22,17,18,11,16
551151d3-1a30-4e55-8ac7-0b5dfcf4e855,A One Hospital,28.67882,77.0981158,,Delhi,hospital,3,3.58,43,2,True,001-577-952-6221,http://www.burton-anderson.com/,2026-02-19T07:26:57.579448,3,25,9,14,1,23,16,19
07215c8c-bb79-4174-9270-f9c8966890a5,Majeedia Hospital,28.5148169,77.2518253,,Delhi,hospital,3,4.32,33,3,False,923.512.1861x07922,https://www.howard.biz/,2026-02-19T07:26:57.579448,7,6,25,12,21,2,23,0
e89893db-2ed3-4a35-bab7-285410b726c6,Somdatt Medical,28.6293605,77.276622,,Delhi,hospital,2,4.76,18,1,False,(894)404-1238x582,https://www.mcgee-holt.com/,2026-02-19T07:26:57.579448,11,0,15,24,24,23,24,13
bd713dcb-6fdf-49ad-ad57-ef8ae05dd136,Krypton Global Health,28.638646,77.0732307,,Delhi,hospital,3,4.5,40,1,True,807.362.3987,http://www.jones-white.com/,2026-02-19T07:26:57.579448,15,5,7,14,2,13,22,10
7e2e54fc-ebdd-4c2f-abf4-e9a676da78a2,Surbhi hospital,28.6491348,77.2164415,,Delhi,hospital,3,4.78,27,7,True,+1-397-553-2583,https://archer-mann.com/,2026-02-19T07:26:57.579448,15,10,3,23,21,19,23,12
55570598-069f-45ee-812f-11a995d17919,Tamish,28.699593,77.1045409,,Delhi,hospital,3,4.17,60,0,False,001-298-919-3112x3162,http://smith.com/,2026-02-19T07:26:57.579448,13,2,18,14,16,22,25,18
0d9579cc-dffb-40bd-b38a-45e9e4b37314,Chandiwala Institute of Eye,28.544205,77.2659895,,Delhi,hospital,3,4.99,57,10,True,876-782-0530,https://hale-price.com/,2026-02-19T07:26:57.579448,21,4,9,0,16,5,13,6
0d304beb-5915-4c9c-87ba-7717e7d355d0,Pushpawati Singhania Hospital and Research Institute,28.53312,77.2254277,,Delhi,hospital,1,4.64,26,9,False,587.897.1976x98295,http://www.chan.net/,2026-02-19T07:26:57.579448,8,3,10,16,25,15,7,0
8904a2dd-6630-404f-b932-00e505d00e06,Savera Hospital,28.6884962,77.1222079,"3,Sainik Vihar, Pitam Pura",Delhi,hospital,3,4.08,45,9,False,+1-666-619-5484x856,https://www.moore.com/,2026-02-19T07:26:57.579448,8,8,16,22,12,19,7,20
159db800-be98-409c-a640-8d1dd06bcd53,Gamca,28.5703187,77.2369366,,Delhi,hospital,3,4.05,43,0,True,722.469.2939,http://www.johns.com/,2026-02-19T07:26:57.579448,0,19,16,10,19,17,0,23
dbd51bc3-1bfa-424a-8a99-f8ea934c6996,Asha kiran mental hospital,28.7028126,77.0958863,,Delhi,hospital,3,3.94,37,2,False,+1-708-456-0493x429,http://green.com/,2026-02-19T07:26:57.579448,0,20,8,12,8,14,3,16
2c666dfc-d11f-46d9-91e8-a965787c0d45,Unknown Hospital,28.6438892,77.1387433,,Delhi,hospital,3,4.79,16,10,True,+1-577-706-7538,https://daniel.net/,2026-02-19T07:26:57.579448,18,12,4,6,9,2,9,11
76668b94-8fa0-4d82-8cc6-f42c6ac3e610,Sharp Sight Center,28.6403964,77.2934473,,Delhi,hospital,3,4.57,33,9,True,780.853.5155,https://www.thomas.com/,2026-02-19T07:26:57.579448,7,13,20,8,10,13,6,10
12bd879b-ff74-43ec-8534-ffacc1c3b3f2,Bhagat Chandra Hospital,28.5934549,77.0816478,,Delhi,hospital,3,4.01,29,10,False,001-205-981-1035x97320,http://mendoza.com/,2026-02-19T07:26:57.579448,6,13,24,11,3,13,20,13
1c3c3530-8b73-4b3e-be9b-fb23883e748b,Adiva Hospital,28.5583994,77.2064208,,Delhi,hospital,3,4.12,12,4,True,(756)332-7654,https://hawkins.com/,2026-02-19T07:26:57.579448,6,25,7,1,17,24,25,24
9248890e-b27f-45cf-8885-c5f64d0350fe,Guru Harkishan Hospital,28.5821004,77.2641583,,Delhi,hospital,3,3.7,34,2,True,001-955-377-0271x87444,https://harper-bradshaw.biz/,2026-02-19T07:26:57.579448,12,5,11,3,18,2,23,8
c9dc3815-4a29-4443-8e1e-7e9f32054c2d,Sir Ganga Ram Kolmet Hospital,28.643492,77.187296,"7-B, Pusa Road, Karol Bagh",Delhi,hospital,3,3.66,59,7,True,001-329-214-9603x18912,https://lane.com/,2026-02-19T07:26:57.579448,13,22,0,16,2,18,17,22
6e17b4bd-58c4-4b77-b20b-bb0da91bb850,Cygnus Orthocare Hospital,28.5460823,77.1973263,,Delhi,hospital,3,4.03,60,2,True,987-397-3039x4394,http://cox-edwards.com/,2026-02-19T07:26:57.579448,6,3,4,0,0,23,1,6
90e9dd57-91e7-4d3b-b735-29a57b982c48,"Rosewalk - Premium Birthing, Feminine care",28.5436294,77.2118358,,Delhi,hospital,3,4.51,45,1,True,650-980-1055x605,http://www.mclaughlin.com/,2026-02-19T07:26:57.579448,13,4,7,23,6,10,14,20
58e8bcf6-d738-41df-a3ac-6e517876acf0,Apollo Spectra Hospitals,28.5555937,77.2412436,,Delhi,hospital,3,3.83,46,1,True,281-492-1256,http://harris.info/,2026-02-19T07:26:57.579448,21,5,10,0,18,5,13,16
c0511f33-6c32-4c8f-b133-728efdf16826,Max Multi Speciality Centre,28.5434575,77.214298,,Delhi,hospital,3,4.44,12,9,True,713.289.3603,https://stevens-hughes.net/,2026-02-19T07:26:57.579448,7,12,24,9,25,2,6,23
11fa109e-614f-451b-9e91-20211dbae013,Balhara's Le Cure Hospital,28.5097683,77.2014454,,Delhi,hospital,3,4.42,48,0,True,5476512560,http://murray.com/,2026-02-19T07:26:57.579448,10,15,22,5,3,10,7,4
263ef776-5fa3-4903-a889-248ab1e5d77d,Mangalam Hospital,28.6228832,77.2966806,,Delhi,hospital,3,3.92,47,5,False,001-991-597-3580x8380,https://www.davis.com/,2026-02-19T07:26:57.579448,9,5,0,17,18,25,25,14
c477b8ce-40f0-4767-8e67-b7db3433fcfe,Fortis C-DOC Hospital,28.5469888,77.2494873,,Delhi,hospital,3,4.71,59,1,True,214-290-2597x416,http://www.jacobson-thompson.biz/,2026-02-19T07:26:57.579448,3,7,3,4,20,2,22,9
3fa8ccbd-ea62-4a7d-aef9-6312746a6e4a,Tirath Ram Hospital,28.666922,77.3178057,,Delhi,hospital,3,4.22,44,2,True,(545)674-9239x653,http://www.hebert-hart.info/,2026-02-19T07:26:57.579448,8,5,4,5,5,2,21,6
0f655e0c-1664-40a3-8fab-6dd4d22e4849,Doctor Rajendra Prasad Centre for Opthalmic Sciences,28.5667966,77.2088857,,Delhi,hospital,3,4.19,24,3,True,+1-396-772-5089x1307,http://wheeler.org/,2026-02-19T07:26:57.579448,5,1,24,10,18,21,8,14
84acc58d-910d-470b-acad-88ce5f335040,Safdarjung H back gate,28.5663672,77.207556,,Delhi,hospital,3,3.85,58,9,True,628-232-5397x97803,https://reid.com/,2026-02-19T07:26:57.579448,2,4,14,25,6,18,18,23
3344b120-8721-4b24-b219-2b71e285e584,ESIC Hospital,28.5143778,77.2815719,,Delhi,hospital,3,4.15,19,2,True,+1-320-876-6313x19445,http://taylor.com/,2026-02-19T07:26:57.579448,0,7,8,18,18,13,23,8
60e418a1-efd0-45c5-a431-737862b71aad,City Hospital,28.6439995,77.1912841,,Delhi,hospital,3,4.81,21,0,True,001-846-527-3171,http://gallagher.org/,2026-02-19T07:26:57.579448,22,10,16,17,3,9,8,15
6a21d5fa-042a-416a-84a6-f3826732b650,Rural Medical Centre,28.5158966,77.1965361,,Delhi,hospital,2,4.52,13,0,True,+1-373-851-8764x48768,http://www.gonzalez.com/,2026-02-19T07:26:57.579448,0,6,6,16,4,5,1,4
be443bfd-5db8-474d-b7e4-a05581a1d276,Institute of Brain and Spine,28.5656044,77.2442543,,Delhi,hospital,3,4.64,25,3,True,+1-369-783-9243x39464,http://www.berry.com/,2026-02-19T07:26:57.579448,7,20,16,2,16,11,14,24
58764c34-7b8f-4fa4-b82c-c4c1aeb425d1,Saral Diagnostics,28.6944136,77.1287968,,Delhi,hospital,3,4.77,23,1,True,202-229-9342,https://scott.com/,2026-02-19T07:26:57.579448,7,25,3,10,23,24,2,25
455b51fe-cd4c-43d6-a5e8-c54bf806dc88,Sama Hospital,28.5544846,77.2270262,,Delhi,hospital,3,4.88,59,6,True,846.265.5892x9767,https://diaz.com/,2026-02-19T07:26:57.579448,20,11,11,25,13,23,3,2
815f8d76-27d7-48e4-8bee-1dbf33975085,Apollo,28.5403869,77.2829628,,Delhi,hospital,3,3.54,49,0,True,001-591-814-0874x5562,http://www.case.org/,2026-02-19T07:26:57.579448,25,25,10,11,23,17,9,21
5251b664-ae02-43b4-94c6-f247df4081dc,National Institute of TB and Respiratory Diseases,28.529118,77.1900425,"NITRD, Sri Aurobindo Marg, Near Qutub minar",Delhi,hospital,3,4.3,43,2,True,671-344-7883,https://www.thomas.com/,2026-02-19T07:26:57.579448,22,12,12,18,17,11,7,10
4176d167-ef24-4bc9-bfaa-8349ff1c5e7f,Narang Hospital,28.6460854,77.0980297,,Delhi,hospital,3,4.24,59,8,False,793-283-3458x86560,http://mullins.com/,2026-02-19T07:26:57.579448,5,15,18,17,11,7,1,8
a2442943-387b-41e8-a978-0e8d857cb586,Manchanda Hospital,28.4943675,77.1836992,,Delhi,hospital,3,3.5,18,6,True,(371)438-7722x818,https://www.delgado-anderson.com/,2026-02-19T07:26:57.579448,1,14,10,15,5,17,6,23
cfbbd556-ebf4-4c99-a92a-1360ff4e5d40,Paschim Vihar West,28.67852,77.0997686,,Delhi,hospital,3,4.99,15,7,True,+1-899-645-3024x0467,https://ingram-oliver.com/,2026-02-19T07:26:57.579448,25,4,22,8,0,3,21,20
a443c24c-fffc-4efc-bf80-8ab2e368072c,World Brain Center Hospital,28.6121754,77.0886731,,Delhi,hospital,3,4.62,18,7,True,3426730703,https://www.smith.com/,2026-02-19T07:26:57.579448,25,17,22,6,18,22,17,25
17ba5302-f1da-4fdf-a25c-4a04ec7dc631,Max Medcentre,28.5645418,77.2399229,,Delhi,hospital,3,4.27,25,0,False,334.648.3153,http://james.com/,2026-02-19T07:26:57.579448,12,25,21,16,4,18,14,8
945ab6e5-56de-4ac1-9b4c-d1e6855648d9,Mehta Hospital,28.523344,77.2312921,,Delhi,hospital,3,3.53,46,3,False,(764)914-2609x810,https://www.hill-woods.com/,2026-02-19T07:26:57.579448,16,8,2,19,2,0,9,8
cedcc079-2e5a-43c2-88a1-5f3501f7d0d2,Unknown Hospital,28.6581566,77.1940384,,Delhi,hospital,3,3.98,60,7,True,625-897-6255,http://www.lowe.com/,2026-02-19T07:26:57.579448,25,12,23,2,10,13,11,5
2f394c9b-85f3-436d-a080-2e940e8bec63,Diyos,28.5660178,77.1946519,,Delhi,hospital,3,4.51,53,2,True,387-813-3354x4795,http://www.conley.com/,2026-02-19T07:26:57.579448,14,12,25,20,11,1,7,2
5642f335-f1f7-4575-a9ab-f6f6f3e380e8,Aakash Hospital,28.5350359,77.2148651,,Delhi,hospital,3,4.62,14,7,True,(382)458-7525x77689,http://tucker.com/,2026-02-19T07:26:57.579448,25,8,15,0,18,25,25,13
cda2cf20-ede7-442d-b45f-59830dd088f5,Blood Bank,28.6776906,77.2241475,,Delhi,blood_bank,3,4.0,18,1,True,469.303.0733,http://www.simpson.com/,2026-02-19T07:26:57.579448,12,4,20,15,8,10,13,22
7f2f1262-aeab-4ab7-9ce0-bc5823544c8d,Saras Hospital,28.4871984,77.3124513,"A - 1772, Green Field Colony",Delhi,hospital,3,4.13,17,8,False,+1-315-924-5773x628,http://lowery-bryant.com/,2026-02-19T07:26:57.579448,25,19,4,9,4,8,16,0
5646e941-7ed0-499d-88dc-b43041c66164,"Sunrise Hospital, Faridabad",28.5769233,77.2660263,"Ic- Dt 1/1 A- Plot No- 14-15-16, Bata Hardware Road",Delhi,hospital,3,3.59,54,0,True,766.887.9873x100,http://www.friedman-chandler.com/,2026-02-19T07:26:57.579448,1,15,1,5,7,1,20,8
fd0717f9-f251-43e4-b6f9-598ebdb271b1,Mata Sumitra Devi Hospital,28.5779214,77.0239288,"Near I.T.I Road, Chhara Mor, Bahadurgarh",Delhi,hospital,3,4.97,48,5,True,(837)488-8260x00297,http://www.shaw.com/,2026-02-19T07:26:57.579448,15,20,8,16,23,20,19,22
072c2aee-6363-454f-ad07-1b01017f3891,Metro Hospital and Heart Institute,28.5647231,77.2437868,,Delhi,hospital,3,4.39,60,9,True,+1-694-840-3327x404,https://www.meyer-bush.com/,2026-02-19T07:26:57.579448,6,2,22,0,14,9,0,5
cd12aea1-9ec0-4c32-9fc0-2ffc8db6319c,AIIMS Emergency,28.567441,77.2096335,,Delhi,hospital,3,4.24,38,1,True,+1-521-540-2712x4721,http://stewart.info/,2026-02-19T07:26:57.579448,11,8,8,24,6,19,11,5
46463fbd-e69a-4c21-b155-d3ac7ecfceb9,CRPF Composite Hospital,28.6390663,76.9572897,"Part-1, Sainik Enclave, 243-244, Main Surakhpur Road, Jharoda Kalan",Delhi,hospital,3,3.68,22,5,True,001-838-770-3859x6115,https://www.finley.net/,2026-02-19T07:26:57.579448,15,5,2,17,8,25,5,21
046feccd-7651-41e9-82e3-aaf252a9766e,Doctor Grover's Nursing Home,28.6284133,77.1469129,"Near Park, Inderpuri",Delhi,hospital,3,4.93,30,3,False,3946658075,http://www.thompson-parrish.com/,2026-02-19T07:26:57.579448,9,4,15,20,1,24,22,14
58292e90-0483-4614-b4ed-61c8d4ac6807,Sushruta Trauma Centre,28.6797783,77.2283852,"Mahatma Gandhi Road, Railway Colony,Civil Lines, North Delhi",Delhi,hospital,3,4.05,22,9,True,(426)285-7875x8788,http://anderson.com/,2026-02-19T07:26:57.579448,25,14,1,0,5,10,25,10
27f2fa6a-57c1-40e6-b5fe-616966fc18ed,Bharti Nursingh Home,28.5874217,77.0702439,"A-132, Palam Extension, Sector-7",Delhi,hospital,3,4.51,30,1,True,312-396-2381,https://www.payne.org/,2026-02-19T07:26:57.579448,24,7,13,0,2,22,17,19
bdb1c82f-16f8-4694-a5bc-870ed368d36b,Dr B R Sur Homoeopathic Medical college and Hospital,28.5862718,77.1684265,"Nanakpura, Near Nanakpura Gurudwara, South Motibagh",Delhi,hospital,2,4.49,47,1,True,001-238-753-8970x4258,http://wheeler.com/,2026-02-19T07:26:57.594796,1,21,0,17,17,9,15,25
016c486e-1a95-4863-878b-2f68b2cafd2e,Orthoplus Hospital,28.6139007,76.976352,"RZ-B-28, Najafgarh, Gopal Nagar",Delhi,hospital,3,3.68,16,4,False,5785829689,http://moreno.org/,2026-02-19T07:26:57.594796,20,22,15,18,24,15,19,2
c872f227-65b6-44f4-9419-d1de7900cdb5,"Vardhman Mahavir Medical College (VMMC) & Safdarjung Hospital, New Delhi",28.5685701,77.2064068,"Ring Road, Safdarjung West, Safdarjung Campus, Ansari Nagar East, Opposite Aiims Hospital",Delhi,hospital,2,4.32,56,1,True,4184617128,http://www.gross-shaffer.biz/,2026-02-19T07:26:57.594796,2,4,9,20,7,9,23,24
bc431bee-9214-4af5-be44-95b7c454024d,Prem Chiktsa Kendra,28.5739982,77.1773627,"Ring Road, Near Cghs Disprnsary, R.K.Puram, SECTOR-12",Delhi,hospital,3,4.81,54,9,False,001-634-921-2543,https://gutierrez-sandoval.com/,2026-02-19T07:26:57.595518,12,7,14,5,6,14,24,11
70b706e8-1683-486c-bd68-11571b121391,Shree Dhanvantri Hospital,28.6121179,76.9756046,"RZ-10 A, Near Khera Mod, Najafgarh, Main Gopal Nagar",Delhi,hospital,3,4.48,26,0,True,978-341-4907x04079,http://www.miller.org/,2026-02-19T07:26:57.595518,25,2,19,16,1,5,23,8
a588ca81-3517-43fe-9cd9-a02bc81fb328,Kalawati Saran Children's Hospital,28.6357652,77.2110664,"C- 604, Connaught Circus, DIZ Area, Connaught Place, New Delhi",Delhi,hospital,3,4.57,53,9,True,+1-760-421-4156x0626,https://www.ramos.com/,2026-02-19T07:26:57.596026,11,11,1,9,16,16,4,3
2d7e10f0-4fef-44a8-ace9-c3b8082c0d88,"Sports Injury Centre, Safdarjung Hospital (Part of SJH), New Delhi",28.5681531,77.2054264,"Sport Injury complex, Safdarjung Hospital, Safdarjung, Ansari Nagar West",Delhi,hospital,3,4.73,35,3,True,(359)382-7369x11377,https://www.johnson.com/,2026-02-19T07:26:57.596026,19,21,22,22,19,6,20,2
c13998de-2c4d-412d-b977-fddb7fbe3186,Maulana Azad Institute of Dental Sciences,28.6371532,77.236999,"Bahadur Shah Zafar Marg, New Delhi",Delhi,hospital,3,4.03,18,8,True,(563)991-2202,https://www.contreras.com/,2026-02-19T07:26:57.596026,10,23,23,12,3,2,14,1
ace9d426-fc39-4fba-ad7b-dfaf77daa7a3,Divya Prastha Hospital,28.5862424,77.0875445,"Divya Prastha Hospital, Opp.Bagh Wala School, Raj Nagar Part I, Main Road, Palam Colony",Delhi,hospital,3,3.86,14,3,True,365-221-4973x8587,http://www.jones.net/,2026-02-19T07:26:57.596026,14,5,18,24,14,16,14,15
aa20e0e1-75ff-447f-9486-880cb2e422a5,Attar Sain Jain Hospital,28.6821792,77.1502237,"Lawrence Road, Industrial Area, Shakurpur",Delhi,hospital,3,3.76,18,4,True,001-430-776-3456x46683,https://www.berger.biz/,2026-02-19T07:26:57.596026,7,16,15,4,0,2,21,14
ebcfb4c5-1104-45a2-aae4-a88c3bd86ba3,Satyawadi Raja Harish Chander Hospital,28.840596,77.1032565,"Narela Main Road, Sector A1, Narela, Delhi",Delhi,hospital,3,4.64,43,4,True,(300)982-5673x3758,http://diaz.info/,2026-02-19T07:26:57.596026,14,22,21,0,19,22,10,21
37dd814f-9bb0-47f6-b042-f756b6cf1dc2,Charak Palika Hospital NDMC,28.5853147,77.1770243,"Main Road, North-West Moti-Bagh, Near Begumjadi Market",Delhi,hospital,3,4.67,59,9,True,401-872-6112x68457,http://www.bell.com/,2026-02-19T07:26:57.596026,25,22,5,12,13,9,7,2
54d84bee-6815-4057-91bb-7ffb637f4708,Kesar Nursing Home Dabri,28.6089466,77.1008845,"Street Number 12, Sagar Pur, Vashist Park Sagar Pur",Delhi,hospital,3,4.0,35,1,True,(292)833-1981x10897,https://sanchez-cooper.com/,2026-02-19T07:26:57.596026,15,10,18,1,14,10,0,10
b163e2a2-2d94-4e85-bcce-935d54c4536d,Chacha Nehru Bal Chikitsalaya,28.653163,77.268342,"Raja Ram Kohli Marg, Geeta Colony, Delhi",Delhi,hospital,3,3.67,57,2,True,6559282685,https://www.torres.biz/,2026-02-19T07:26:57.596026,13,13,3,17,13,7,24,19
f82f502e-e82e-4267-a53e-8fcfce5cf7a1,Maharishi Valmiki Hospital,28.775826,77.048597,"Bhavana Industrial Area, Pooth Khurd, Delhi",Delhi,hospital,3,4.71,12,7,True,001-952-904-9815x77816,https://www.winters-campbell.net/,2026-02-19T07:26:57.596026,18,21,24,4,6,2,14,23
bece5c01-854d-495a-aaf1-9f0fdf9d63c1,Medeor Hospital,28.5964391,77.0457328,"HAF-B, Sector-12, Dwarka, Phase-1",Delhi,hospital,3,4.95,37,9,True,001-749-920-7569x305,http://holmes-becker.com/,2026-02-19T07:26:57.596026,13,0,23,21,3,7,21,7
1ad6f820-ab7f-4804-8b0a-2e9bd1b37dd8,Shakuntla Nursing Home Sagarpur,28.6081283,77.0952919,"RZ-I-81A, Sagarpur",Delhi,hospital,3,4.61,51,4,True,678-888-1466,https://blake-welch.com/,2026-02-19T07:26:57.598135,11,2,10,6,12,4,5,1
a9519d1f-345d-4593-9ae1-f97a7959437a,Malik Maternity Home and Surgical Centre,28.6154991,76.982911,"Furniture Market, Krishna Mandir Chowk, Near Krishna Mandir, Najafgarh, Chitra Colony",Delhi,hospital,3,3.96,37,8,False,001-921-661-2216,http://cook.com/,2026-02-19T07:26:57.598135,8,3,14,20,13,13,4,15
c729710b-3958-46fd-b12b-9b542d53b70e,"Government Hospital, Jawalapuri",28.674566,77.080093,"R Block, Jwalapuri, New-Delhi, Camp No. 5",Delhi,hospital,3,3.54,28,5,True,233-948-8238x385,http://www.dixon.info/,2026-02-19T07:26:57.598135,10,12,18,3,24,2,6,3
4f7600d4-8281-4e0e-9a50-1ab40ad03727,Central Hospital (Northern Railways),28.6365867,77.2173905,"Basant Lane, Paharganj, Connaught Place",Delhi,hospital,3,4.18,16,8,True,872.339.8238,https://www.yu-rivera.com/,2026-02-19T07:26:57.598135,17,1,24,7,20,16,25,17
2ea7aa6c-da4e-44d2-ac1a-d887fab994e1,Singhal Hospital Palam Colony,28.5882997,77.0887312,"C-40, Sadh Nagar, Palam Colony, Street No-9",Delhi,hospital,3,4.43,44,10,True,(720)610-9722,https://www.hill.com/,2026-02-19T07:26:57.598135,9,20,10,15,21,14,1,25
2adfe9d8-b546-4395-8501-d86d02c10eec,Doctors Diagnostic Centre Najafgarh,28.6145619,76.9844782,"1441 A, Ward No 1& 5, Opp Rhtc Najafgarh, Primary Health Centre, Najafgarh, Saini Mohalla",Delhi,hospital,3,3.83,10,10,True,315.504.5457x413,http://cordova.net/,2026-02-19T07:26:57.598135,0,25,1,10,3,25,17,24
8548e0f2-1fd1-4680-bed7-94283bfcf80f,Lady Hardinge Medical College & Associated Hospitals,28.634138,77.212909,"C-604, Shaheed Bhagat Singh Road, Diz Area, Connaught Place, New Delhi",Delhi,hospital,2,3.68,12,10,True,8124800572,https://chen.org/,2026-02-19T07:26:57.598135,6,2,3,4,7,16,6,18
cd1b6c54-13e5-4884-aa6b-c1dd8eb4a808,Free Maternity & Child Welfare Centeri,28.6472649,77.2308534,"MCW Center, 1st floor, Opposite Hamdard Dawa khana, Hauz Quzi, Lal Kuan",Delhi,hospital,3,4.18,17,5,False,001-289-437-6767,http://guzman.com/,2026-02-19T07:26:57.598135,15,23,11,4,9,16,6,4
4b57d057-6c1c-4fe1-a52a-406e1b6a430c,Kaya Kalp Hospital,28.7305663,77.2100401,"12, Jharoda Majra, Part-II, Near Police Station",Delhi,hospital,3,4.78,30,1,False,(787)339-5919x3514,https://www.townsend-hernandez.com/,2026-02-19T07:26:57.598135,3,16,6,18,23,6,24,5
6a56979b-e092-4ee9-992d-1d6bfb726c82,Sunder Lal Jain Eye Hospital,28.6495013,77.2098206,"Motia Khan, Sadar Thana Road, Motia Khan, Nabi Karim Paharganj",Delhi,hospital,3,3.77,50,0,True,463.730.5955x83536,http://schultz.com/,2026-02-19T07:26:57.598135,23,1,13,12,23,22,0,2
